"ID","Preferred Foot","Position","Height","Weight","Crossing","Finishing","HeadingAccuracy","ShortPassing","Volleys","Dribbling","Curve","FKAccuracy","LongPassing","BallControl","Acceleration","SprintSpeed","Agility","Reactions","Balance","ShotPower","Jumping","Stamina","Strength","LongShots","Aggression","Interceptions","Positioning","Vision","Composure","Marking","StandingTackle","SlidingTackle"
238941,"Left","LB","6'1","176lbs",70,37,47,62,44,58,74,79,61,61,79,68,55,63,55,72,58,70,70,58,64,61,56,48,55,60,66,62
182365,"Right","GK","6'3","201lbs",13,13,11,32,12,15,12,18,22,23,32,36,48,60,42,22,45,30,51,15,22,12,7,27,35,8,13,13
238686,"Right","LS","6'1","170lbs",62,62,48,60,57,62,66,37,54,63,76,77,73,66,61,72,54,85,75,56,48,17,67,59,68,24,23,25
239454,"Right","LM","5'9","159lbs",66,65,63,66,40,68,46,34,61,62,72,65,63,57,59,58,62,54,67,52,31,15,63,55,58,32,16,21
197983,"Right","LCB","5'10","159lbs",60,43,59,63,40,55,55,39,54,59,54,58,67,68,70,47,75,65,61,41,67,69,53,56,63,66,64,62
219743,"Right","CB","5'10","183lbs",60,40,61,60,59,57,37,30,46,60,69,66,66,63,63,49,80,83,79,43,67,62,47,43,50,60,63,61
224095,"Right","CDM","6'0","170lbs",55,58,57,70,57,69,52,49,64,66,65,69,68,63,68,61,74,59,64,62,71,61,53,65,64,58,63,56
229727,"Right","CB","6'1","165lbs",36,26,64,58,30,25,37,40,42,37,76,78,62,55,60,46,79,76,74,23,68,62,34,28,45,60,65,64
213856,"Right","LM","5'10","143lbs",64,59,38,60,49,63,59,33,57,62,85,85,75,54,75,58,66,74,66,48,62,51,61,58,54,57,55,53
198497,"Right","LCB","6'1","170lbs",34,19,63,62,18,32,24,19,60,50,52,49,63,54,62,40,85,72,77,13,60,58,22,45,60,63,66,64
221793,"Right","RW","5'9","148lbs",55,68,36,55,63,71,43,38,38,64,80,79,77,61,79,65,58,63,41,48,42,21,60,58,62,41,23,22
210786,"Right","CAM","5'8","139lbs",62,52,37,59,52,66,64,52,54,65,93,81,89,57,87,55,83,68,66,53,46,26,59,57,57,21,23,24
212066,"Left","LM","5'9","150lbs",65,36,52,64,39,62,64,64,60,62,79,72,80,64,78,63,79,74,70,49,60,56,54,55,60,56,64,63
213090,"Right","LCB","5'9","159lbs",31,17,59,50,26,39,28,23,37,45,58,59,50,59,64,38,79,66,78,24,60,64,38,33,45,57,71,65
219746,"Left","LB","5'9","154lbs",66,47,60,64,59,67,61,44,65,68,69,68,64,52,73,60,78,69,65,52,49,51,36,53,52,64,72,70
222306,"Left","LB","6'0","157lbs",65,47,47,65,42,65,65,69,55,67,81,77,80,64,77,49,53,70,61,31,55,62,60,64,59,59,57,54
244834,"Right","ST","5'10","170lbs",35,71,61,47,49,65,37,45,41,67,59,59,57,56,61,68,63,67,71,58,31,18,64,49,55,12,22,21
232291,"Right","ST","5'11","163lbs",62,67,55,63,65,68,64,62,46,66,77,70,84,64,69,59,53,72,63,64,33,29,65,67,66,37,32,25
237155,"Left","LB","5'10","141lbs",59,12,56,61,31,65,27,26,65,63,71,79,79,57,69,42,71,71,65,21,65,61,45,60,62,67,66,64
240227,"Left","LDM","6'0","163lbs",44,34,61,69,32,62,39,44,63,65,54,61,53,61,44,46,51,71,71,41,55,58,42,65,59,58,67,59
195427,"Right","RS","6'2","174lbs",31,66,69,52,29,58,40,29,38,64,65,67,67,61,51,64,73,81,80,48,74,37,65,41,50,28,25,18
213604,"Right","RCM","5'7","154lbs",58,27,37,74,47,54,49,55,71,63,46,39,81,58,77,62,68,75,58,63,56,61,46,66,54,64,55,63
219492,"Right","CDM","5'10","165lbs",51,43,55,60,40,59,55,40,56,60,71,72,71,54,69,71,75,84,77,68,79,64,43,52,46,66,65,65
241508,"Right","RCM","5'11","143lbs",58,57,51,64,45,68,54,38,59,66,81,79,73,63,80,56,69,71,56,50,62,37,67,64,62,46,41,38
243300,"Right","CAM","5'9","148lbs",60,45,35,66,38,68,60,55,61,67,67,68,72,67,77,57,55,48,42,52,74,52,64,61,56,48,55,47
209253,"Right","RM","5'10","163lbs",58,56,45,56,52,63,44,56,54,61,86,90,68,61,62,60,58,84,64,52,39,48,58,58,52,53,50,43
225381,"Right","RCM","5'11","165lbs",63,49,63,74,39,64,50,42,72,70,58,53,59,63,68,57,63,34,60,46,61,55,65,64,57,50,58,58
229733,"Right","CB","6'5","203lbs",29,18,74,51,24,25,24,28,45,37,43,34,33,51,53,22,60,66,93,17,69,58,23,40,57,66,61,64
231525,"Right","CDM","5'7","157lbs",46,32,53,56,39,55,43,38,61,64,55,58,80,61,79,47,74,83,63,60,56,75,39,48,56,55,70,71
238693,"Right","LM","5'11","165lbs",66,55,42,62,58,62,66,68,57,63,80,83,74,59,76,71,63,67,62,63,52,40,57,65,67,29,32,31
213094,"Right","RB","5'11","157lbs",64,58,60,58,33,61,57,39,54,61,71,78,73,56,60,42,81,70,69,38,58,57,57,51,63,67,63,64
236390,"Right","RB","5'11","161lbs",60,30,40,58,29,62,59,21,56,61,91,92,78,60,61,55,60,68,60,38,59,60,62,47,54,60,61,60
243558,"Right","CDM","5'10","143lbs",51,28,60,68,35,58,38,37,63,68,64,64,63,63,70,68,69,73,63,57,71,64,62,64,60,66,63,65
187494,"Right","RDM","5'10","170lbs",60,52,56,67,45,59,49,55,64,60,55,57,60,66,60,64,50,74,75,60,62,67,63,65,63,64,64,60
49511,"Left","LCB","6'4","214lbs",33,46,70,56,43,24,51,53,55,49,24,25,27,66,31,70,44,41,93,52,76,63,40,49,64,62,58,55
181095,"Right","ST","6'0","181lbs",52,67,56,54,56,62,44,57,55,66,70,74,57,58,58,61,57,64,81,60,68,50,65,59,60,18,44,39
225128,"Left","CM","5'10","172lbs",56,56,41,72,46,66,59,61,63,68,64,57,58,60,75,70,71,75,64,68,54,62,63,52,63,42,62,54
242280,"Right","CAM","5'11","165lbs",42,59,51,68,59,66,49,56,66,68,73,72,76,61,76,62,63,69,69,59,60,55,58,65,51,53,59,54
218985,"Right","CDM","6'1","181lbs",51,47,44,64,43,57,49,55,58,61,65,67,62,56,54,42,59,75,81,59,66,63,42,48,46,65,65,66
224361,"Right","CM","5'9","163lbs",60,52,53,67,35,67,60,50,61,67,79,77,72,68,71,58,56,80,66,38,59,57,62,62,61,57,67,64
169578,"Right","RB","5'11","161lbs",63,44,62,64,42,62,55,38,63,62,62,63,61,60,68,54,68,75,62,40,73,63,48,45,60,62,66,65
241002,"Right","RS","5'10","154lbs",41,61,55,55,53,69,51,43,34,69,89,90,91,60,88,55,94,68,54,55,44,17,68,47,61,35,14,13
189802,"Left","LB","6'1","179lbs",69,46,48,59,37,52,54,44,63,59,67,62,71,59,46,54,71,89,79,54,65,59,55,50,52,64,66,62
199787,"Right","LDM","6'3","192lbs",46,32,72,66,37,49,40,38,64,60,54,48,53,64,46,60,35,64,84,55,65,61,44,53,56,63,66,60
205419,"Left","LB","6'0","174lbs",69,38,57,53,25,62,32,30,45,66,75,77,67,49,59,56,80,88,69,42,63,58,42,38,45,51,63,66
213355,"Right","LM","6'0","163lbs",49,59,56,64,56,70,57,34,43,65,90,88,84,57,57,65,65,71,69,48,60,14,58,48,65,24,40,26
245099,"Left","CB","6'1","174lbs",65,37,62,62,34,57,42,42,60,62,60,65,57,63,52,50,60,72,74,40,70,64,57,59,52,62,65,65
226924,"Right","CDM","5'11","165lbs",48,50,48,68,46,56,49,54,62,63,67,68,63,64,65,64,58,73,64,62,63,60,58,63,56,55,66,63
204397,"Left","LCB","6'2","179lbs",51,32,68,62,29,52,35,29,59,55,69,67,45,55,59,42,75,49,75,32,59,63,22,39,51,60,67,64
217709,"Right","CB","6'3","183lbs",28,30,69,34,31,31,35,36,28,41,52,51,40,51,46,45,72,61,72,30,67,63,31,30,48,67,68,66
223085,"Right","CM","5'10","159lbs",57,61,66,66,53,63,45,63,62,64,75,74,77,64,73,55,91,81,76,56,61,58,62,66,57,55,55,48
229741,"Left","LB","5'10","174lbs",63,47,51,62,33,65,60,56,58,64,70,73,71,67,75,60,75,74,68,58,65,58,62,47,60,62,64,65
192365,"Right","LW","5'6","139lbs",55,50,48,61,54,72,62,56,55,70,82,73,82,61,81,62,47,73,40,57,49,30,61,57,60,18,21,24
228974,"Right","CDM","5'10","163lbs",45,54,58,67,43,59,48,43,65,68,70,61,58,63,67,49,65,72,49,59,70,62,32,73,60,66,60,57
179822,"Right","LCB","5'11","154lbs",60,49,68,62,63,73,63,43,77,75,68,65,63,50,50,64,58,73,53,60,54,64,60,61,66,66,69,73
170095,"Left","LB","6'2","196lbs",65,42,51,60,46,59,66,67,58,58,78,87,72,63,70,56,78,85,73,45,61,58,57,61,64,54,57,60
240751,"Right","GK","6'0","181lbs",12,7,14,29,9,13,13,11,22,17,17,25,22,55,46,19,58,22,59,6,21,10,7,24,51,7,12,14
208752,"Right","CB","6'2","168lbs",33,30,65,52,32,32,33,41,41,42,65,52,69,58,70,49,77,68,71,24,55,65,34,38,48,67,67,68
209264,"Right","LM","5'8","154lbs",49,64,51,63,68,68,62,70,37,69,79,76,83,67,85,70,82,73,52,57,49,21,62,58,59,30,12,15
205937,"Right","RM","5'9","154lbs",67,65,43,59,49,70,62,52,55,67,77,80,73,60,76,44,63,55,44,56,75,27,57,48,59,30,32,24
235377,"Right","ST","6'0","165lbs",36,64,59,55,59,63,60,40,53,64,74,73,62,59,62,70,60,55,66,63,45,15,64,59,57,21,21,16
238961,"Right","LB","5'11","170lbs",61,27,46,60,21,60,29,26,39,62,73,76,74,59,67,32,63,79,70,26,53,59,49,43,61,62,63,66
202866,"Right","CAM","5'6","150lbs",59,55,55,62,64,68,66,72,55,68,72,55,84,64,84,67,44,49,44,65,48,38,63,63,75,49,19,12
235890,"Right","LCB","6'2","165lbs",54,41,66,70,33,54,43,54,67,69,60,63,64,58,59,61,58,67,62,52,66,65,36,45,55,52,69,67
235891,"Right","RB","5'9","154lbs",67,26,51,66,33,62,41,34,62,60,65,61,60,61,72,36,64,68,64,41,55,62,61,47,60,65,67,68
243571,"Right","CB","6'2","194lbs",67,22,58,62,27,62,20,28,51,64,73,81,56,62,58,30,74,67,80,15,70,57,59,48,65,64,63,58
215412,"Left","LB","5'11","148lbs",58,29,62,61,32,63,54,29,59,62,73,75,58,58,65,40,72,77,65,32,56,61,55,50,45,60,63,63
222836,"Right","CM","5'11","152lbs",50,55,58,73,45,63,52,50,67,63,62,61,68,64,70,59,67,73,65,52,82,52,57,61,56,63,62,57
229236,"Left","LB","5'10","174lbs",57,38,64,60,35,61,35,37,53,62,76,73,69,60,75,34,61,59,65,31,78,61,50,57,56,64,67,65
210805,"Right","LM","5'9","134lbs",55,58,59,68,55,66,50,46,62,65,64,57,78,61,69,62,65,79,67,54,42,19,62,66,50,13,21,19
216181,"Right","CDM","5'11","165lbs",51,32,54,64,30,54,40,38,59,58,55,55,62,66,63,48,67,91,77,49,69,62,38,50,62,66,62,59
216693,"Left","LB","5'8","139lbs",64,33,52,47,40,65,55,39,59,55,66,70,77,64,77,35,88,71,62,41,61,65,50,36,31,62,66,72
244341,"Right","CB","6'1","176lbs",48,38,61,61,38,57,37,42,57,61,48,51,42,63,43,57,57,52,78,46,63,59,43,51,48,65,65,60
185205,"Right","ST","6'1","174lbs",45,65,64,53,53,68,54,49,38,62,72,76,69,63,69,69,75,71,70,52,53,42,60,55,60,32,14,11
219254,"Right","ST","6'2","194lbs",45,65,70,52,50,61,49,40,47,58,54,53,52,64,48,64,60,60,73,64,52,35,72,49,46,20,24,23
222838,"Right","RB","5'9","161lbs",66,50,52,64,61,66,71,64,61,68,79,75,82,68,79,62,78,70,56,65,52,57,55,66,72,57,59,59
227446,"Right","LS","6'1","198lbs",29,66,62,46,66,62,67,70,53,67,52,53,62,57,54,76,74,64,77,66,47,19,69,53,59,29,13,18
241014,"Right","CAM","5'9","154lbs",52,57,44,62,53,74,69,49,59,74,75,69,69,63,75,64,50,33,47,47,50,29,46,62,68,62,43,48
188278,"Right","GK","6'2","185lbs",12,11,11,29,15,13,12,11,17,16,46,50,67,57,41,19,67,32,62,12,33,23,9,33,45,12,14,14
198007,"Right","CDM","6'1","165lbs",61,52,51,70,58,63,66,39,67,65,60,63,64,66,64,66,48,76,70,65,65,60,64,62,65,58,60,56
223095,"Right","ST","5'7","143lbs",52,67,43,67,65,74,65,48,43,73,78,68,91,64,90,63,68,60,31,59,51,24,69,63,58,28,35,30
223607,"Left","LB","5'11","161lbs",61,33,57,54,38,61,36,35,47,60,70,73,56,62,65,29,70,70,69,31,58,65,56,39,58,60,63,70
226679,"Right","LW","5'10","148lbs",55,64,49,61,51,67,55,59,43,66,76,73,75,61,61,56,63,58,57,61,30,28,60,64,45,24,40,38
232311,"Right","RWB","5'9","150lbs",60,50,44,66,34,67,66,66,51,60,80,82,72,55,75,72,79,74,64,62,72,55,57,48,50,61,68,63
209784,"Right","RB","5'10","157lbs",67,37,48,68,33,62,32,31,60,66,71,68,62,52,71,34,64,73,65,33,58,57,55,40,52,66,65,64
213368,"Right","RB","6'1","187lbs",64,42,60,55,42,44,27,36,59,55,55,63,31,64,52,52,55,76,80,37,67,66,39,41,59,67,64,66
228216,"Right","RB","5'9","154lbs",55,29,50,62,40,64,57,37,61,64,78,76,82,63,75,47,52,70,46,32,72,62,58,50,60,63,64,61
239224,"Right","CAM","5'11","157lbs",55,53,41,62,63,68,65,62,56,65,76,70,80,59,67,60,74,59,49,61,35,18,62,69,72,28,30,34
222585,"Right","ST","6'1","172lbs",32,66,62,58,63,69,37,33,31,70,50,54,48,59,42,67,60,64,79,68,54,34,58,51,48,25,25,26
229753,"Left","CDM","6'2","176lbs",52,50,47,64,50,66,57,40,60,64,71,72,65,65,63,77,70,69,77,57,66,59,54,62,62,61,65,61
237177,"Right","CDM","5'10","148lbs",54,42,44,66,29,62,39,42,64,66,72,60,57,60,77,47,66,69,73,34,78,61,47,42,62,63,64,57
241273,"Left","LB","5'10","157lbs",57,41,46,57,29,61,35,33,54,60,74,71,65,61,66,28,54,69,57,29,56,64,60,46,62,69,65,64
194937,"Left","CB","6'2","174lbs",44,27,60,58,25,51,47,38,54,55,54,61,52,58,46,54,74,75,83,26,75,56,33,47,58,55,67,62
216442,"Right","CAM","5'10","165lbs",49,65,48,61,56,65,61,62,47,67,75,74,81,64,72,63,66,69,47,54,42,20,64,63,52,39,22,21
223866,"Right","RCM","5'11","154lbs",41,41,51,65,41,58,38,41,59,64,54,41,59,71,63,64,58,76,66,58,64,64,54,57,66,58,62,58
215419,"Right","RB","5'9","165lbs",61,24,43,60,23,64,31,30,48,63,81,79,75,59,66,34,55,73,73,28,50,56,53,52,50,59,65,65
216699,"Right","CM","5'11","154lbs",51,49,49,73,55,64,65,54,71,70,65,56,65,59,73,51,53,60,58,45,40,38,55,70,65,41,48,49
221819,"Left","LM","5'11","161lbs",71,53,63,63,37,64,66,64,54,60,78,73,70,64,65,49,68,60,67,33,45,23,61,61,58,48,46,44
222843,"Right","ST","6'5","196lbs",34,66,74,62,62,62,51,29,27,64,30,32,40,58,33,66,30,54,92,59,57,20,68,47,61,16,24,23
223867,"Left","LW","5'9","154lbs",68,59,54,63,55,62,61,62,61,61,73,75,73,72,80,65,78,68,53,47,53,21,59,59,51,23,24,31
179579,"Left","CAM","5'7","159lbs",61,49,48,70,62,61,68,45,69,67,70,73,78,57,76,66,67,64,72,68,59,63,56,60,68,49,45,47
189563,"Right","RB","6'2","185lbs",59,42,61,57,53,52,57,57,52,55,70,72,63,61,63,71,82,79,82,58,69,61,39,49,59,66,65,65
232316,"Right","CB","5'11","161lbs",51,29,62,57,26,57,40,36,48,60,74,70,67,60,61,39,65,70,69,28,63,61,48,39,50,71,64,65
236668,"Left","LB","5'8","150lbs",66,45,41,60,49,68,56,51,51,65,70,77,78,63,72,56,64,75,61,59,61,62,62,55,64,59,63,64
243580,"Right","ST","5'9","165lbs",32,62,56,63,54,64,44,30,33,59,89,86,65,57,77,65,54,58,69,47,33,16,66,56,43,30,19,15
190588,"Left","LW","6'0","165lbs",62,60,63,63,56,63,67,49,56,58,77,74,72,61,70,64,73,85,64,60,66,60,59,60,60,30,55,55
211581,"Right","RCB","6'2","190lbs",46,48,49,64,42,60,59,43,60,62,59,67,53,70,49,62,63,58,80,51,67,62,53,54,59,62,63,63
225149,"Right","GK","6'3","183lbs",14,17,20,24,17,16,13,14,17,20,49,40,37,58,54,20,58,42,58,11,21,17,20,38,27,13,12,13
211070,"Right","CDM","6'0","185lbs",54,51,67,65,40,60,34,48,62,62,62,59,54,56,56,66,32,72,80,62,66,63,52,59,55,62,62,62
220030,"Left","RB","6'0","159lbs",58,34,57,68,47,57,51,43,59,54,69,74,64,59,66,58,60,78,64,44,60,66,54,54,58,62,60,65
223102,"Left","LM","5'3","141lbs",68,59,54,67,49,68,71,62,53,63,72,70,85,53,83,56,47,66,29,63,33,23,54,63,54,32,22,29
223870,"Right","LM","5'8","154lbs",64,52,46,59,39,65,43,58,58,68,80,82,80,65,82,55,77,77,61,56,52,48,61,64,62,45,52,55
244350,"Right","ST","6'0","168lbs",57,67,59,63,64,66,58,56,53,63,73,74,64,50,62,62,60,62,65,61,30,29,67,65,59,39,40,29
232831,"Right","CB","6'2","168lbs",40,21,68,57,26,38,27,28,59,45,66,70,58,61,58,40,66,64,76,22,43,69,32,50,65,64,67,66
237183,"Left","RCM","6'1","159lbs",62,68,45,69,44,73,60,65,58,69,69,80,74,69,56,64,43,71,62,65,30,34,70,65,66,27,30,24
244607,"Right","GK","6'2","187lbs",11,6,13,15,6,10,11,10,23,11,27,33,60,56,46,24,70,44,66,5,41,8,8,30,54,18,11,11
213376,"Right","CDM","5'10","174lbs",57,45,65,65,27,43,62,73,61,59,55,62,60,60,62,54,71,63,73,54,78,61,50,60,62,67,65,69
155264,"Right","LCB","6'1","176lbs",36,39,67,65,41,29,43,45,65,44,37,36,52,55,34,62,61,55,74,51,73,66,38,37,47,65,63,65
233088,"Right","GK","5'11","152lbs",13,8,10,26,10,10,14,15,22,18,32,31,34,65,38,23,51,28,51,10,20,12,9,47,28,22,14,11
237184,"Right","CAM","5'9","159lbs",48,58,50,70,32,65,39,40,67,62,70,65,66,57,73,50,60,73,67,54,59,52,64,62,63,50,47,49
208001,"Left","LB","5'9","150lbs",69,40,34,67,46,68,55,46,54,67,79,76,82,59,83,58,60,69,44,57,57,60,54,49,48,67,58,63
223873,"Right","CB","6'0","179lbs",24,21,67,51,29,27,35,38,48,56,53,50,51,56,53,41,62,52,78,25,67,63,39,27,58,63,65,62
224129,"Right","RB","5'8","146lbs",65,39,59,56,27,57,42,37,47,58,80,84,73,60,77,30,69,75,61,33,60,62,59,46,55,57,61,59
232577,"Left","LB","5'7","143lbs",71,28,43,64,35,68,66,68,54,61,67,70,66,66,78,29,74,69,63,38,49,59,45,39,53,63,62,65
240513,"Left","CM","6'1","165lbs",57,58,64,69,52,61,54,50,64,65,60,55,62,61,60,70,61,66,68,68,70,59,59,63,54,57,54,53
215170,"Left","ST","6'3","179lbs",34,68,69,55,63,62,39,28,32,63,39,52,51,70,47,71,72,60,75,58,63,26,64,48,50,33,32,29
217730,"Right","RB","6'0","165lbs",59,41,59,63,36,58,55,61,57,55,69,69,64,62,56,58,74,68,69,49,63,64,53,42,49,67,68,63
224130,"Right","GK","6'4","159lbs",14,18,21,36,13,13,12,15,32,21,40,45,36,62,62,18,58,32,52,12,25,22,12,21,39,24,20,12
237698,"Left","CAM","6'0","159lbs",62,54,54,66,44,69,64,72,63,67,70,68,62,60,66,65,54,65,60,62,50,42,62,64,58,22,35,40
203139,"Right","CB","6'0","168lbs",42,20,65,50,18,38,27,24,49,48,59,59,66,63,63,26,73,76,74,19,66,62,28,44,56,64,65,63
212099,"Right","RCM","5'8","154lbs",58,58,39,64,63,69,58,51,63,65,67,67,76,59,74,61,77,75,47,60,64,63,53,62,68,43,68,64
163203,"Left","LCB","6'1","181lbs",42,22,66,53,19,57,20,18,62,52,31,42,39,53,62,35,49,67,73,26,74,64,23,52,66,60,69,65
232067,"Right","RM","5'8","143lbs",34,64,57,60,38,68,31,27,49,66,76,76,81,68,83,51,61,61,38,79,25,17,73,51,50,20,17,17
237187,"Right","LCB","6'0","168lbs",28,43,67,37,49,45,22,27,21,53,62,62,65,57,57,51,75,55,73,34,71,66,29,32,56,60,66,63
204420,"Left","LB","6'0","170lbs",61,39,61,62,32,60,46,59,59,61,73,72,68,66,62,72,48,77,67,45,68,62,50,56,50,60,65,59
221316,"Right","LCB","6'2","183lbs",33,19,73,62,34,25,28,32,56,45,48,53,45,52,35,64,73,62,81,27,62,61,24,26,56,64,63,59
225668,"Right","LS","6'0","154lbs",38,66,53,52,52,64,39,35,31,63,86,88,71,62,60,59,72,62,62,61,35,25,64,53,58,53,23,24
199301,"Right","ST","5'8","150lbs",63,58,51,62,59,68,65,60,57,67,90,89,82,64,82,58,31,74,63,52,35,51,67,64,60,35,23,21
206469,"Right","ST","5'7","143lbs",62,61,57,64,64,68,68,69,58,66,77,76,84,67,87,65,61,59,34,60,70,56,71,64,70,37,40,37
211845,"Right","LM","6'0","179lbs",64,61,62,64,67,62,58,51,54,64,79,82,66,58,66,71,76,69,74,53,67,28,62,55,58,28,27,17
214917,"Right","CDM","5'11","165lbs",46,35,40,68,37,38,39,52,61,52,39,33,59,67,52,48,57,60,72,56,72,71,40,39,59,64,70,64
216710,"Right","CAM","5'9","154lbs",55,54,35,66,39,68,40,33,59,63,77,75,72,58,72,58,63,55,62,63,36,19,67,62,62,27,26,38
219782,"Right","LCB","6'0","165lbs",32,15,65,42,33,33,26,34,35,45,69,72,60,62,63,46,68,65,79,23,65,63,30,31,60,64,64,62
236678,"Right","CF","5'10","159lbs",59,61,58,60,63,65,69,58,56,67,78,75,70,63,63,65,60,53,58,62,45,23,61,67,60,26,22,14
243590,"Left","LB","5'9","146lbs",69,35,51,65,35,70,26,33,68,55,75,59,80,52,78,30,69,66,61,31,55,52,41,39,49,69,71,72
186502,"Left","LCM","6'0","174lbs",59,63,54,67,52,65,69,69,67,69,53,49,64,57,72,70,78,69,71,67,66,63,54,72,65,60,56,59
187782,"Right","CDM","5'9","150lbs",54,42,61,63,40,56,40,39,61,60,68,65,72,63,81,58,83,78,72,46,64,64,53,62,63,62,63,62
188807,"Left","LB","6'1","170lbs",67,40,60,63,42,59,65,62,56,61,67,67,69,65,64,71,77,70,69,53,75,61,56,55,63,63,63,64
200840,"Right","RCB","6'0","163lbs",37,38,65,58,23,57,40,53,55,49,77,66,71,58,61,42,91,88,84,28,63,56,43,50,65,58,66,64
152456,"Right","GK","6'2","192lbs",11,15,12,24,14,14,12,11,25,23,52,50,63,65,46,23,64,28,56,15,27,24,13,25,60,22,12,17
221576,"Right","RB","5'10","154lbs",65,57,53,58,31,63,42,33,48,62,68,70,70,60,72,43,59,74,70,39,68,63,49,39,55,61,64,63
162952,"Right","GK","6'0","170lbs",12,12,12,20,12,10,11,10,22,14,45,51,49,71,44,20,74,38,66,13,32,24,13,48,65,15,11,12
178312,"Right","GK","6'3","181lbs",18,14,11,29,12,18,10,12,28,21,40,34,49,65,49,23,65,30,60,15,34,20,10,32,58,11,19,12
201353,"Right","GK","6'1","174lbs",15,12,19,33,12,14,16,9,37,18,58,56,38,53,29,22,68,45,53,13,34,22,14,14,45,11,12,12
230793,"Right","LM","6'2","168lbs",62,64,52,66,50,68,57,56,60,67,68,74,58,60,47,67,61,40,74,63,47,26,68,62,54,24,26,28
221322,"Right","CB","6'1","176lbs",27,33,62,61,29,53,30,32,63,59,59,58,61,55,38,54,75,61,74,38,84,60,46,60,67,60,63,62
233098,"Right","RB","5'11","163lbs",57,47,52,64,44,65,55,32,61,63,84,85,80,63,70,54,75,75,67,38,66,64,59,43,64,55,61,60
229259,"Right","RCB","6'2","190lbs",34,48,72,57,48,40,29,21,55,48,52,57,52,55,46,49,67,73,79,34,65,56,32,53,60,60,65,66
236427,"Right","RCM","6'1","179lbs",57,28,44,74,38,67,54,42,69,74,64,59,60,55,69,51,37,69,69,55,64,51,48,62,68,58,52,54
238475,"Right","RCB","6'3","187lbs",30,21,62,52,34,33,34,28,38,41,52,51,44,53,46,41,72,69,80,27,58,62,31,28,53,67,68,67
193931,"Right","CB","6'1","170lbs",34,25,63,58,25,30,33,30,56,48,60,67,71,53,63,51,84,79,84,20,61,60,38,41,53,62,64,62
232332,"Right","CB","6'2","187lbs",30,22,63,65,20,46,29,28,55,44,73,73,38,64,48,39,67,60,77,22,61,55,20,32,55,68,65,66
234380,"Right","CB","6'0","183lbs",23,31,63,48,27,44,26,26,40,47,63,51,55,66,67,44,80,67,74,30,70,67,44,36,67,58,64,63
234636,"Left","ST","6'2","168lbs",35,64,58,58,58,63,43,26,32,66,65,68,63,60,54,70,63,70,81,57,43,22,65,51,60,22,27,20
237708,"Right","ST","5'11","154lbs",50,66,59,59,55,65,48,45,49,64,74,78,70,62,66,60,63,61,59,59,45,16,64,50,59,22,17,14
177036,"Right","ST","6'0","192lbs",48,65,63,64,63,58,46,34,53,52,50,50,36,68,57,75,51,74,88,61,85,59,63,56,66,51,60,52
186508,"Right","GK","6'0","165lbs",15,8,8,22,7,7,13,8,12,13,21,23,57,68,56,22,54,20,68,9,27,25,16,53,46,23,14,10
189836,"Left","LB","5'9","154lbs",69,41,55,58,44,65,66,69,64,60,81,74,74,60,76,50,71,76,71,48,61,60,58,59,64,61,63,60
208781,"Right","LM","5'10","161lbs",52,67,58,63,52,66,66,62,62,62,74,71,69,58,63,59,58,73,56,61,44,30,70,61,65,34,35,36
223629,"Right","LM","5'9","143lbs",58,62,57,61,36,67,63,48,58,65,79,81,76,58,78,66,74,65,62,58,33,17,62,53,45,28,14,20
244365,"Right","LW","6'0","150lbs",45,67,69,55,45,74,62,67,40,73,86,85,75,55,63,64,68,56,47,50,30,14,55,56,74,41,21,14
237198,"Right","LM","5'8","150lbs",64,59,28,63,59,64,62,60,58,61,82,87,83,54,83,50,56,62,43,41,42,18,62,61,59,41,24,30
193422,"Right","ST","6'1","159lbs",56,64,63,52,66,61,38,64,33,65,73,69,74,61,58,68,78,63,70,61,34,22,63,58,62,34,26,23
215695,"Right","CB","6'2","168lbs",27,31,71,55,29,30,30,21,41,42,49,58,42,58,54,35,61,64,75,21,59,59,39,34,61,60,69,67
205712,"Right","LM","5'9","163lbs",56,57,45,64,50,66,60,54,61,63,84,81,86,58,76,55,47,68,49,51,48,32,57,60,61,51,46,46
225168,"Right","CAM","5'7","148lbs",52,58,34,65,67,64,62,65,57,66,60,65,74,62,83,61,56,64,40,55,36,42,61,71,68,44,42,29
232592,"Right","CB","6'2","161lbs",31,32,60,58,31,28,29,32,32,55,61,62,35,57,54,32,62,56,80,30,59,61,29,32,52,62,67,69
236432,"Left","LB","5'10","163lbs",68,53,46,67,34,66,56,32,66,69,68,67,65,54,52,56,54,81,71,71,59,59,63,57,60,59,66,63
244112,"Right","ST","5'10","161lbs",47,66,57,55,67,72,31,27,28,64,86,84,79,57,75,64,88,62,55,58,44,19,61,47,48,20,15,17
204689,"Right","ST","5'10","172lbs",47,64,58,54,60,67,41,30,29,69,80,84,75,56,67,69,75,70,72,63,58,14,55,47,49,17,20,19
221329,"Right","LB","5'10","163lbs",62,35,55,63,37,60,50,40,55,65,79,84,75,59,62,35,87,74,71,37,59,58,49,42,45,62,60,61
232849,"Left","LB","6'0","172lbs",65,45,50,60,41,53,53,57,58,59,81,75,73,60,61,47,52,75,73,50,61,64,44,42,63,55,62,63
240017,"Left","RW","5'11","154lbs",54,68,37,58,43,64,65,43,48,65,79,79,73,57,75,63,55,69,64,59,48,24,68,57,60,39,33,23
